,0,1
0,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28492.jpg,24.541667938232422
1,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28521.jpg,24.541667938232422
2,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28681.jpg,25.5
3,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28801.jpg,31.192310333251953
4,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28815.jpg,26.5
5,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28873.jpg,23.0
6,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28896.jpg,24.5
7,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\28908.jpg,24.541667938232422
8,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29076.jpg,25.5
9,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29167.jpg,25.5
10,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29225.jpg,24.541667938232422
11,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29327.jpg,27.500001907348633
12,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29367.jpg,24.03999900817871
13,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29527.jpg,25.5
14,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29559.jpg,24.541667938232422
15,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29589.jpg,24.541667938232422
16,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29615.jpg,24.541667938232422
17,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29685.jpg,33.866668701171875
18,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29686.jpg,24.541667938232422
19,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29716.jpg,24.541667938232422
20,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29779.jpg,25.0
21,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29793.jpg,24.03999900817871
22,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\29893.jpg,25.0
23,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30057.jpg,25.5
24,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30058.jpg,25.0
25,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30074.jpg,24.541667938232422
26,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30075.jpg,27.500001907348633
27,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30153.jpg,25.0
28,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30201.jpg,25.0
29,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30310.jpg,25.5
30,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30406.jpg,24.541667938232422
31,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30482.jpg,25.0
32,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30547.jpg,25.0
33,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30564.jpg,26.0
34,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30677.jpg,25.0
35,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30736.jpg,25.0
36,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30795.jpg,24.541667938232422
37,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30840.jpg,26.0
38,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\30914.jpg,26.0
39,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31015.jpg,24.03999900817871
40,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31059.jpg,24.541667938232422
41,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31105.jpg,24.03999900817871
42,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31150.jpg,24.03999900817871
43,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31166.jpg,26.0
44,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31230.jpg,26.0
45,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31375.jpg,25.5
46,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31400.jpg,25.0
47,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31409.jpg,24.541667938232422
48,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31430.jpg,25.5
49,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31513.jpg,25.5
50,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31585.jpg,26.079998016357422
51,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31704.jpg,25.0
52,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31711.jpg,25.5
53,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31774.jpg,25.0
54,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31851.jpg,24.541667938232422
55,C:\Users\Lenovo\PycharmProjects\avantgarde\data\images\20-50\\test\20\31880.jpg,25.5
